,v1,v2
4566,ham,together thinkin
4567,ham,hiya hows going sunny africa hope r avin good time give big old silver back big kiss
4568,ham,time come tomorrow
4569,spam,wanna laugh try chit chat mobile logon txting word chat send cm po box london w zf p msg rcvd
4570,ham,cha quiteamuzing scool babe
4571,ham,omg know ate
4572,spam,urgent nd attempt contact call b csbcm wc n xx callcost ppmmobilesvary max
4573,ham,
4574,ham,directly behind abt rows behind
4575,spam,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music
4576,spam,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
4577,spam,urgent call landline complimentary ibiza holiday cash await collection sae cs po box sk wp ppm
4578,ham,plans yet
4579,ham,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam ws al sudn
4580,ham,course maths one day one chapter one month finish
4581,ham,wow didnt think common take back ur freak unless chop
4582,spam,ur chance win wkly shopping spree txt shop ts cs www txt shop com custcare x p wk
4583,ham,noooooooo please last thing need stress life fair
4584,spam,secret admirer looking make contact find r reveal thinks ur special call stopsms ppm
4585,spam,mila age blonde new uk look sex uk guys like fun text mtalk pp txt st free increments help
4586,ham,ill see swing bit got things take care firsg
4587,ham,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya
4588,ham,finished work yet something
4589,ham,tomorrow going theatre come wherever call tell come tomorrow
4590,spam,well done england get official poly ringtone colour flag yer mobile text tone flag opt txt eng stop box w wx
4591,ham,right wasnt phoned someone number like
4592,ham,ok wun b angry msg aft come home tonight
4593,ham,good time nice something bit different weekends change see ya soon
4594,ham,yo sorry shower sup
4595,ham,carlos pick ill swing usf little bit
4596,ham,full heat pa applyed oil pa
4597,ham,im stuck da middle da row da right hand side da lt
4598,ham,laid airtel line rest
4599,ham,hi decide wot get bday ill prob jus get voucher frm virgin sumfing
4600,spam,freemsg txt call claim reward hours talk time use phone subscribe gbp mnth inc hrs stop txtstop
4601,ham,hey j r feeling better
4602,ham,dont plan staying night prolly wont back til late
4603,ham,thanx puttin da fone
4604,ham,need th im campus atm could pick hour two
4605,ham,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
4606,ham,running managed minutes needed oxygen might resort roller option
4607,ham,live next lt gt mins
4608,ham,de asking like
4609,ham,glad talking
4610,ham,wat time finish
4611,ham,sorry da gone mad many pending works
4612,ham,much got cleaning
4613,ham,hows favourite person today r workin hard couldnt sleep last nite nearly rang
4614,spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b
4615,ham,called dad oredi
4616,ham,good think could send pix would love see top bottom
4617,ham,nvm im going wear sport shoes anyway im going late leh
4618,ham,sorry ill call later meeting
4619,ham,long fuckin showr
4620,ham,received understood n acted upon
4621,ham,finally came fix ceiling
4622,ham,need presnts always bcz cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got dont mis
4623,ham,jus finish blowing hair finish dinner already
4624,ham,im bus love
4625,ham,lol knew saw dollar store
4626,spam,please call customer service representative pm guaranteed cash prize
4627,spam,todays voda numbers ending selected receive reward match please call quoting claim code standard rates apply
4628,ham,saturday sunday holiday difficult
4629,ham,everybody fun evening miss
4630,ham,got hella gas money want go grand nature adventure galileo little bit
4631,ham,im meeting call later
4632,ham,oh wow thats gay firmware update help
4633,ham,wont move morphine
4634,ham,come din c yup cut hair
4635,ham,k k pa lunch aha
4636,ham,oh ho first time use type words
4637,ham,captain vijaykanth comedy captain tv drunken
4638,ham,course guess gods got hold right
4639,ham,hide anythiing keeping distance
4640,ham,havent
4641,spam,ripped get mobile content www clubmoby com call poly true pix ringtones games six downloads
4642,ham,sorry din lock keypad
4643,ham,got persons story
4644,ham,planning come chennai
4645,spam,tried contact reply offer video phone anytime network mins half price line rental camcorder reply call
4646,ham,god created gap btwn ur fingers dat sum vry special fill gaps holding ur hands plz dont ask created much gap legs
4647,ham,okay going sleep later
4648,ham,please protect e threats sib never asks sensitive information like passwords atm sms pin thru email never share password anybody
4649,ham,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive
4650,spam,xmas reward waiting computer randomly picked loyal mobile customers receive reward call
4651,ham,r e meeting tmr
4652,ham,lol yes add spice day
4653,ham,hope great day
4654,ham,prasanth ettans mother passed away last night pray family
4655,ham,k ill work something
4656,spam,private account statement shows un redeemed points call identifier code expires
4657,ham,message great doctor india drink appy fizz contains cancer causing age
4658,ham,cant pick phone right pls send message
4659,ham,call tell infront call
4660,ham,ok prob
4661,ham,ladies first genus second k
4662,ham,yes please swimming
4663,ham,mum going robinson already
4664,ham,ok set let noe e details later
4665,ham,tel software name
4666,ham,send print outs da
4667,ham,im realy soz imat mums nite moro
4668,ham,born god said oh another idiot born
4669,ham,didnt get ur full msg sometext missing send
4670,ham,probably im almost gas get cash tomorrow
4671,spam,customer service announcement recently tried make delivery unable please call schedule ref
4672,ham,forgot ask smth theres card da present lei want write smth sign
4673,ham,im leaving house
4674,spam,hi babe chloe r smashed saturday night great weekend missing sp visionsms com text stop stop p text
4675,ham,ready call
4676,ham,wewa iriver mb
4677,ham,good thing im getting connection bw
4678,ham,sry da jst nw came home
4679,ham,thats cool hell night lemme know youre around
4680,ham,staying town
4681,ham,haha yeah oz kind shitload
4682,ham,ok take shopping get paid
4683,ham,life means lot love life love people life world calls friends call world ge
4684,ham,alright well bring see like lt gt mins
4685,ham,pls dont play others life
4686,ham,eatin lunch
4687,ham,hmmm give one day
4688,ham,didnt try g decided head
4689,ham,ok prob
4690,ham,surly ill give coming review
4691,ham,march ending ready call sure problem capital never complete far hows work ladies
4692,ham,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas
4693,ham,pls give food preferably pap slowly loads sugar take hour give water slowly
4694,spam,urgent mobile awarded bonus caller prize nd attempt contact call box qu
4695,ham,guy gets used dumb realize
4696,ham,okey dokey bit sorting stuff
4697,ham,da whats plan
4698,ham,yes fine
4699,spam,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit www win co uk
4700,ham,liked new mobile
4701,ham,anytime
4702,ham,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
4703,ham,yar say got error
4704,ham,hey anyway
4705,ham,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
4706,ham,wif family booking tour package
4707,ham,say bold torch later one torch bold
4708,ham,haha awesome might need take doin tonight
4709,ham,ya knw vl giv ok thanks kano anyway enjoy wit ur family wit st salary
4710,ham,huh slow tot reach long ago liao days leh
4711,ham,thats cool princess cover face hot sticky cum
4712,ham,big brother really scraped barrel shower social misfits
4713,ham,oops thk dun haf enuff go check tell
4714,ham,min go lunch
4715,ham,hey happened switch ur cell whole day isnt good care give call tomorrow
4716,ham,k addie amp art ill get home
4717,ham,uncles atlanta wish guys great semester
4718,ham,aiyo lesson early im still sleepin haha okie go home liao den confirm w lor
4719,ham,forgot tell smth like number sections clearer
4720,ham,yup anything lor dun wan ok
4721,ham,im home love still awake loving kiss
4722,ham,hello peach cake tasts lush
4723,spam,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply
4724,ham,therell minor shindig place later tonight interested
4725,ham,jason says cool pick place like hour
4726,spam,mobile mths update latest camera video phones free keep ur number get extra free mins texts text yes call
4727,ham,career tel added contact indyarocks com send free sms remove phonebook sms lt gt
4728,ham,ive reached already
4729,ham,dont know ask brother nothing problem thing told
4730,ham,k eng rocking ashes
4731,ham,wat time r going xins hostel
4732,ham,good morning dear shijutta great amp successful day
4733,spam,buy space invaders chance win orig arcade game console press games arcade std wap charge see co uk games terms settings purchase
4734,ham,oh k placement ah
4735,ham,possession especially first offense
4736,ham,nt driving even many reasons called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem
4737,ham,bought test yesterday something lets know exact day ovulate get wks pls pls dont fret know r worried pls relax also anything ur past history need tell
4738,ham,pizza want
4739,ham,keep seeing weird shit bein woah realising actually reasonable im oh
4740,ham,many happy returns day wish happy birthday
4741,ham,ya nice ready thursday
4742,ham,hospital da return home evening
4743,ham,thinking x
4744,spam,camera awarded sipix digital camera call fromm landline delivery within days
4745,ham,orh tot say still dun believe
4746,ham,put sign choose number pin show right
4747,ham,beauty life next second hides thousands secrets wish every second wonderful ur life gud n
4748,ham,thanx darlin im cool thanx bday drinks nite morrow take care c soon xxx
4749,ham,youre still maybe leave credit card get gas get back like told
4750,spam,weekly cool mob tones ready download weeks new tones include crazy frog axel f akon lonely black eyed dont p info n
4751,ham,well boy glad g wasted night applebees nothing
4752,spam,cashbin co uk get lots cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away
4753,ham,ok lor wan go look
4754,ham,wan haf lunch im da canteen
4755,ham,dont make life stressfull always find time laugh may add years life surely adds life ur years gud ni swt dreams
4756,ham,hey looks like wrong one kappa guys numbers still phone want text see hes around
4757,spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm
4758,spam,thanks continued support question week enter draw cash name new us president txt ans
4759,ham,im home doc gave pain meds says everything fine
4760,ham,ard rest ard least price bedrm
4761,ham,lovely night xxx
4762,ham,prepare pleasured
4763,ham,hi technical support providing assistance us customer call email
4764,ham,text way cup stop work bus
4765,ham,whens radio show
4766,spam,unique user id removal send stop customer services
4767,ham,im sure still available though
4768,ham,watever relation built dis world thing remains atlast iz lonlines lotz n lot memories feeling
4769,ham,cheers lou yeah goodnite shame neva came c ya gailxx
4770,ham,hi got money da
4771,ham,hi mobile lt gt added contact list www fullonsms com great place send free sms people visit fullonsms com
4772,ham,ok tell wat time coming later lor
4773,ham,repeat e instructions wats e road name ur house
4774,ham,many people seems special first sight remain special till last sight maintain till life ends sh jas
4775,ham,quite lor dun tell wait get complacent
4776,ham,sorry completely forgot pop em round week still
4777,ham,r beautiful girl ive ever seen r baby come c common room
4778,ham,cant see join denis mina denis want alone time
4779,ham,sen told going join uncle finance cbe
4780,ham,yup hey one day fri ask miwa jiayin take leave go karaoke
4781,ham,call senthil hsbc
4782,ham,especially since talk boston personal statement lol woulda changed realized said nyc says boston
4783,ham,indeed way either
4784,spam,urgent call landline complimentary ibiza holiday cash await collection sae cs po box sk wp ppm
4785,ham,holy living christ taking long
4786,ham,thk wat eat tonight
4787,ham,thanx yup coming back sun finish dinner going back hotel time flies tog exactly mth today hope well haf many mths come
4788,ham,opposite side dropped
4789,ham,yup izzit still raining heavily cos im e mrt cant c outside
4790,ham,send resume
4791,ham,gd luck ur exams
4792,ham,ask next sat make im ok lor
4793,ham,sorry uncle keep touch
4794,ham,saw guys dolls last night patrick swayze great
4795,spam,urgent nd attempt contact prize yesterday still awaiting collection claim call
4796,spam,santa calling would little ones like call santa xmas eve call book time calls ppm last mins c www santacalling com
4797,ham,come home dont want miserable
4798,ham,dont know getting messages
4799,ham,cool tyler take gonna buy drop place later tonight total order quarter got enough
4800,ham,guy car shop flirting got phone number paperwork called texted im nervous course may address call boss tell knowing may get fired
4801,ham,reverse cheating mathematics
4802,ham,plan manage
4803,ham,er hello things quite go plan limping slowly home followed aa exhaust hanging
4804,ham,sorry delay yes masters
4805,ham,call finish come n pick
4806,spam,private account statement shows unredeemed bonus points claim call identifier code expires
4807,ham,whats oga left phone home saw ur messages hope good great weekend
4808,ham,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gonna go kill
4809,ham,honey pls find much sell predicte nigeria many times used important reply monday
4810,ham,e admin building might b slightly earlier ill call im reaching
4811,ham,fyi im usf swing room whenever
4812,ham,call lt gt min thats ok
4813,ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
4814,ham,home work meh
4815,ham,anything valuable situations first getting second loosing
4816,ham,mark taking forever pick prescription pain coming back
4817,ham,hows ur paper
4818,ham,got smaller capacity one quite ex
4819,spam,check choose babe videos sms shsex netun fgkslpopw fgkslpo
4820,ham,im good thinking
4821,spam,r winner ave specially selected receive cash holiday flights inc speak live operator claim p min
4822,ham,
4823,ham,thought bout drink tap spile seven pub gas st broad st canal ok
4824,ham,going sleep tired travel
4825,ham,haha thinkin
4826,ham,yup giving problems mayb ill jus leave
4827,ham,lol trying make day little interesting
4828,ham,long get reply defer admission til next semester
4829,ham,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
4830,ham,po de need job aha
4831,ham,rats hey ever vote next themes
4832,spam,new mobiles must go txt nokia collect today www tc biz optout gbp mtmsg txtauction
4833,ham,hope pee burns tonite
4834,ham,oh rite well im best mate pete went week geva longer week
4835,ham,yay cant wait party together
4836,ham,photoshop makes computer shut
4837,ham,boys made fun today ok problem sent one message fun
4838,ham,thats one issues california okay snow manageable
4839,spam,private account statement shows un redeemed points call identifier code expires
4840,ham,hmmm mayb try e shoppin area one forgot e name hotel
4841,ham,awesome gonna soon later tonight
4842,ham,need details online job
4843,spam,valued vodafone customer computer picked win prize collect easy call
4844,ham,missing pray inshah allah
4845,ham,pls help tell ashley cant find number oh
4846,ham,escape theatre going watch kavalan minutes
4847,ham,increase chance winning
4848,ham,either way works lt gt years old hope doesnt bother
4849,ham,maybe find something else instead
4850,ham,gain rights wife dont demand trying husband lets see
4851,ham,liked new house
4852,ham,im fine hope also
4853,ham,also north carolina texas atm would go gre site pay test results sent
4854,ham,
4855,ham,yes baby need stretch open pussy
4856,ham,thanks bomb date phone wanted say
4857,ham,ok
4858,ham,hey guy know breathing neck get bud anyway youd able get half track usf tonight
4859,ham,response one powerful weapon occupy place others heart
4860,ham,nokia phone lovly
4861,spam,free message thanks using auction subscription service p msgrcvd skip auction txt unsubscribe txt stop customercare
4862,spam,bored housewives chat n date bt national rate p min landlines
4863,ham,sorry da today wont come play driving clas
4864,ham,im really sorry lit hair fire
4865,ham,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rents
4866,ham,okey dokey swashbuckling stuff oh
4867,ham,watching cartoon listening music amp eve go temple amp church
4868,ham,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face lt gt joker face
4869,ham,dips cell dead coming better respond else shall come back
4870,ham,well know mean texting
4871,ham,hi dis yijue would happy work wif gek
4872,ham,lol oops sorry fun
4873,ham,wat happened cruise thing
4874,ham,know dat feelin pete wuld get em nuther place nuther time mayb
4875,spam,lyricalladie f inviting friend reply yes see www sms ac hmmross stop send stop frnd
4876,ham,worlds happiest frnds never characters dey best understanding differences
4877,spam,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends p tone reply hl info
4878,ham,yeah open chat click friend lists make list easy pie
4879,ham,alright tylers got minor crisis home sooner thought asap
4880,ham,pick
4881,ham,usual call ard smth
4882,ham,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
4883,ham,many things antibiotic used chest abdomen gynae infections even bone infections
4884,ham,poor girl cant go one day lmao
4885,ham,times
4886,spam,todays vodafone numbers ending selected receive award number matches call receive award
4887,ham,pls make note exposed also find school anyone else vomiting dog cat house let know later
4888,ham,japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike
4889,ham,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
4890,ham,worse uses half way stops better complete
4891,ham,miserable dont tell side effects birth control massive gut wrenching cramps first months didnt sleep last night
4892,ham,send new number
4893,ham,convey regards
4894,spam,want latest video handset anytime network mins half price line rental reply call delivery tomorrow
4895,ham,half years missed friendship
4896,ham,cant pick phone right pls send message
4897,ham,oh fucks sake shes like tallahassee
4898,ham,haha first person gonna ask
4899,spam,ou guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd
4900,ham,taka lor wat time wan come n look us
4901,spam,free polyphonic ringtone text super get free poly tone week sn pobox nr zs subscription pw
4902,ham,reaching another stops
4903,ham,didnt mean post wrote like many times ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
4904,spam,warner village c colin farrell swat wkend warner village get free med popcorn show msg ticket kiosk valid c c kiosk reply sony mre film offers
4905,ham,come online today night
4906,ham,anything special
4907,ham,im solihull want anything
4908,ham,good day
4909,ham,regret inform nhs made mistake never actually born please report yor local hospital b terminated r sorry inconvenience
4910,ham,love holiday monday feeling even go dentists hour
4911,ham,way tirupur
4912,spam,goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins
4913,ham,youve already got flaky parent itsnot supposed childs job support parent theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless
4914,ham,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
4915,ham,dropped em omw back
4916,spam,nd time tried contact pound prize claim easy call p per min bt national rate
4917,ham,sitting mu waiting everyone get suite take shower
4918,ham,call didnt see facebook huh
4919,ham,g says never answer texts confirm deny
4920,ham,common hearin r wat r ur day let ask something different smile today gud evng
4921,ham,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
4922,ham,oh yah never cancel leh haha
4923,ham,go e normal pilates intro
4924,ham,ok let noe leave house
4925,ham,oh yes like torture watching england
4926,ham,wanna art
4927,ham,hopeing pissed remember gone sisters something
4928,spam,got takes take part wrc rally oz lucozade energy text rally le p see packs lucozade co uk wrc itcould
4929,spam,hi sexychat girls waiting text text great night chatting send stop stop service
4930,ham,good morning boytoy hows yummy lips wheres sexy buns think crave need
4931,ham,match started india lt gt
4932,ham,free call sir
4933,ham,hey want anything buy
4934,ham,hey babe hows going ever figure going new years
4935,ham,k k congratulation
4936,ham,g wants know fuck
4937,ham,cancelled yeah baby well sounds important understand darlin give ring later fone love kate x
4938,ham,tomarrow want got court lt decimal gt come bus stand
4939,ham,go home liao ask dad pick
4940,ham,omg make wedding chapel frontierville get good stuff
4941,ham,im eatin lor goin back work soon e mountain deer show huh watch b liao nice
4942,ham,check mail mailed varma kept copy regarding membership take care insha allah
4943,ham,wrong phone phone answer one assume people dont well
4944,ham,anyway dont think secure anything lemme know want drive south chill
4945,ham,im already back home probably
4946,spam,great news call freefone claim guaranteed cash gift speak live operator
4947,spam,hi amy sending free phone number couple days give access adult parties
4948,ham,bus way calicut
4949,ham,hi probably much fun get message thought id txt cos im bored james farting night
4950,ham,hi baby im sat bloody bus mo wont home wanna somethin later call later ortxt back jess xx
4951,spam,welcome select service added benefits call specially trained advisors free mobile dialling
4952,ham,lost pounds since doc visit last week woot woot im gonna celebrate stuffing face
4953,ham,coming back dinner rite dad ask confirm wif
4954,ham,masters buy bb cos sale hows bf
4955,ham,ahhhh woken bad dream tho dont like right didnt know anything comedy night guess im
4956,ham,im vivek got call number
4957,ham,didnt call lunch
4958,ham,mean left early check cos im working
4959,ham,want lt gt rs da
4960,ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care forevr goodfriend
4961,ham,yup ok
4962,ham,want see pretty pussy
4963,spam,dear voucher holder next meal us use following link pc enjoy dining experiencehttp www vouch com etlp dining asp
4964,ham,people game im mall iouri kaila
4965,spam,urgent trying contact todays draw shows prize guaranteed call land line claim valid hrs
4966,spam,donate unicefs asian tsunami disaster support fund texting donate added next bill
4967,ham,future planned tomorrow result today best present enjoy future
4968,ham,cme want go hos morow wil cme got dear didnt say time
4969,ham,supposed meet discuss abt trip thought xuhui told afternoon thought go lesson
4970,ham,hey come online use msn
4971,ham,im fine hope good take care
4972,ham,oops shower called hey parking garage collapsed university hospital see im crazy stuff like happen
4973,ham,aiyo poor thing dun wan eat bathe already
4974,ham,yar tot knew dis would happen long ago already
4975,ham,gorgeous keep pix cumming thank
4976,ham,boy late home father power frndship
4977,ham,jade paul txt remember barmed want talk txt
4978,ham,spending new years brother family lets plan meet next week ready spoiled
4979,ham,today
4980,ham,said okay sorry
4981,ham,slept thinkthis time lt gt pm dangerous
4982,ham,networking job
4983,spam,goldviking inviting friend reply yes see www sms ac goldviking stop send stop frnd
4984,ham,dont let studying stress l r
4985,ham,thats haf keep busy
4986,ham,rushing im working im school rush go hungry
4987,ham,channel
4988,ham,telling coulda real valentine wasnt never pick nothing
4989,spam,phony award todays voda numbers ending xxxx selected receive award match please call quoting claim code standard rates app
4990,ham,made eta taunton planned hope still okday good see xx
4991,ham,im hungry buy smth home
4992,ham,hey kate
4993,ham,drive read need write
4994,ham,looked addie goes back monday sucks
4995,ham,happy new year hope good semester
4996,ham,esplanade lor else
4997,ham,talk
4998,ham,hmph go head big baller
4999,ham,well like actually called someone punto woulda worse
5000,ham,nope since ayo travelled forgotten guy
5001,ham,still around looking pick later
5002,spam,cds congratulations ur awarded cd gift vouchers gift guaranteed freeentry wkly draw xt music tncs www ldew com win ppmx age
5003,ham,theres someone year lt gt toyota camry like mr olayiwolas mileage lt gt k clean need know much sell raise dough soon landing sell holla back
5004,ham,guess pub im im happy pig clover whatever saying
5005,ham,ill b soon
5006,ham,oh k come tomorrow
5007,ham,go fool dont cheat others ok
5008,ham,mobile number pls sms ur mail id convey regards achan amma rakhesh qatar
5009,ham,way rencontre meet mountains dont
5010,spam,guaranteed cash prize claim yr prize call customer service representative pm cost p
5011,ham,attend ur driving lesson many times wk n day
5012,ham,uncle g checking rewarding month
5013,ham,hello boytoy geeee im missing today like send tm remind im thinking loved loving kiss
5014,ham,think two still need get cash def ready
5015,ham,hey gals wanna meet dinner n te
5016,spam,dear xxxxxxx uve invited xchat final attempt contact txt chat p msgrcvdhg suite lands row w j hl ldn yrs
5017,ham,babe talking think good boy missing love
5018,ham,great office today
5019,ham,cool last little getting time soon
5020,ham,sad puppy noise
5021,ham,yes possible dint try pls dont tell one k
5022,ham,anyway holla whenever youre around need excuse go creep people sarasota
5023,ham,happen
5024,ham,gonna ask lol think
5025,spam,ur cash balance currently pounds maximize ur cash send go p meg cc hg suite lands row w j hl
5026,spam,private account statement shows un redeemed points call identifier code xx expires
5027,ham,go chase run shes crossing street
5028,spam,id like tell deepest darkest fantasies call p min stop texts call nat rate
5029,ham,coming friday leave pongal get news work place
5030,ham,hey inconvenient sis huh
5031,ham,ok vl know got adsense approved
5032,ham,really good see day dudette missing
5033,ham,want go perumbavoor
5034,ham,many times told stage use laugh listen aha
5035,spam,wont believe true incredible txts reply g learn truly amazing things blow mind fwd p txt
5036,ham,didnt hear
5037,ham,thanks talk saturday dear cherish brother role model
5038,ham,pls clarify back open return ticket preponed go back kerala
5039,spam,natalie f inviting friend reply yes see www sms ac natalie k stop send stop frnd
5040,ham,ran younger man make pretty babies together
5041,spam,jamster get free wallpaper text heart c apply need help call
5042,ham,ic lol play doors sometime yo
5043,ham,dunno dad said coming home bring us lunch yup go w lor call reach school lor
5044,ham,sent jd customer service cum accounts executive ur mail id details contact us
5045,ham,desires going doctor liver get bit stylish get ur hair managed thats
5046,ham,hmmm still dont opener
5047,ham,yeah basically time next week get away mom amp get
5048,ham,edison rightly said fool ask questions wise man answer know us speechless viva gm
5049,ham,vote wherever heart guides
5050,ham,sis lor juz watched italian job
5051,ham,tick tick tick could die loneliness know pouts stomps feet need
5052,ham,lmao know well
5053,spam,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers call optout lf
5054,ham,train back northampton im afraid im staying skyving today ho ho around wednesday though fancy comedy club week way
5055,ham,goodnight da thangam really miss dear
5056,ham,hey next sun theres basic yoga course bugis go pilates intro next sat tell time r free
5057,ham,geeeee internet really bad today eh
5058,spam,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd call optout
5059,ham,think disturbing da
5060,ham,sorry ill call later meeting sir
5061,ham,havent stuck orchard dads car going dinner leh r free tonight
5062,ham,ok also wan watch e pm show
5063,ham,dunno lei like dun haf
5064,ham,brother transfered lt gt lt gt pa
5065,ham,calls later afternoon onwords mtnl service get problem south mumbai hear cannt listen
5066,spam,uk break accommodationvouchers terms conditions apply claim mustprovide claim number
5067,ham,talk g x
5068,ham,hai dear friends new amp present number rajitha raj ranju
5069,spam,p alfie moons children need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
5070,ham,different styles
5071,spam,win shopping spree every week starting play text store skilgme tscs winawk age perweeksub
5072,ham,gud ni dear slp well take care swt dreams muah
5073,ham,want sent lt gt mesages today thats sorry hurts
5074,spam,nd attempt contract weeks top prize either cash prize call
5075,ham,well im glad didnt find totally disagreeable lol
5076,ham,guy flash go call call madam take care oh
5077,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
5078,ham,mark works tomorrow gets work house meet afterwards
5079,ham,keep ur problems ur heart
5080,ham,yeah give call youve got minute
5081,ham,hi babe uawake feellikw shit justfound via aletter thatmum gotmarried thnov behind ourbacks fuckinnice selfish
5082,ham,amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes see election results lies lets recount mother law woman hitler eleven plus two twelve plus one amazing
5083,ham,aiya discuss later lar pick
5084,ham,hey happy birthday
5085,ham,sorry missed call please call back
5086,ham,omg one thing another cat worms bad day end
5087,ham,good morning im suffering fever dysentry able come office today
5088,ham,wont anything de
5089,ham,type stuff sing
5090,ham,st andre virgils cream
5091,ham,check rooms befor activities
5092,ham,fri ah okie lor goin drivin den go shoppin tt
5093,ham,gokila talking aha
5094,ham,hi shanil rakhesh thanks exchanged uncut diamond stuff leaving back excellent service dino prem
5095,ham,k k month kotees birthday know
5096,ham,im really really broke oh amount small even lt gt
5097,ham,sorry mates phone didnt write love kate
5098,spam,themob hit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaper free
5099,ham,ah well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money
5100,ham,aight call youre close
5101,ham,nope thats fine might nap tho
5102,spam,msg mobile content order resent previous attempt failed due network error queries customersqueries netvision uk com
5103,ham,news hassling get weed week andres money haughaighgtujhyguj
5104,ham,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girl boy ran like hell n saved asked hw cn run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily gthr drinking boost evrydy moral story hv free msgs gud ni
5105,ham,wnt buy bmw car urgently vry urgent hv shortage lt gt lacs source arng dis amt lt gt lacs thats prob
5106,ham,ding ya break fassyole blacko londn
5107,ham,really need kiss miss baby ur baby eva
5108,ham,sign maturity start saying big things actually start understanding small things nice evening bslvyl
5109,ham,oh got many responsibilities
5110,spam,new message please call
5111,ham,ive reached sch already
5112,spam,december mobile mths entitled update latest colour camera mobile free call mobile update vco free
5113,ham,definitely need module e humanities dis sem izzit wan take modules st
5114,ham,argh fuck nobody town
5115,spam,get lions england tone reply lionm mono lionp poly go www ringtones co uk original n best tones gbp network operator rates apply
5116,ham,thanks fills complete calm reassurance
5117,ham,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning
5118,ham,driving training
5119,ham,lol real told dad cancer
5120,spam,private account statement
5121,ham,oops lt gt
5122,ham,enufcredeit tocall shall ileave uni get bus yor house
5123,ham,hi chikku send nice msgs
5124,ham,impossible argue always treats like sub like never released remind necessary
5125,ham,work ah den plus lor workin oso rite den go orchard lor place go liao
5126,ham,wonderful okors great month cherish guys wish well day mojibiola
5127,ham,cuz ibored wanna study
5128,ham,wot wed nite til
5129,ham,rose red red blood blood heart heart send tis ur friends including like get back r poor relation need support r frnd many luvs praying god marry try
5130,ham,way
5131,ham,sucks ill go hair youll free right
5132,ham,still working time also tried adding zeros savings checking lt gt
5133,ham,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
5134,ham,sday joined training started today
5135,ham,sorry grocers
5136,ham,nice pubs near frankie n bennys near warner cinema
5137,spam,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max mins
5138,ham,yup havent want go yoga call book
5139,ham,oh shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause im getting owed face
5140,ham,yeah imagine would really gentle unlike docs treat patients like turkeys
5141,spam,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates www getzed co uk pobox w wq norm p tone
5142,ham,started dont stop pray good ideas anything see help guys forward link
